amphora_id,type,region,varietal,vintage,fixed_acidity,volatile_acidity,residual_sugar,chlorides,pH,sulphates,alcohol,quality_score
AMPH-1117,white,Rhodes,Argitis,-247,7.177,0.229,6.84,0.036,3.1,0.427,14.28,5.3
AMPH-1118,white,Chios,Eugenia,-247,7.523,0.213,5.6,0.044,3.3,0.635,10.51,7.74
AMPH-1119,red,Rhodes,Aminean,-246,7.952,0.61,3.03,0.081,3.31,0.624,12.03,7.91
AMPH-1120,red,Chios,Aminean,-246,8.83,0.528,2.43,0.084,3.25,0.702,11.92,7.43
AMPH-1121,red,Rhodes,Duracina,-246,8.364,0.496,2.61,0.086,3.27,0.462,10.22,6.07
AMPH-1122,red,Thasos,Helvola,-247,7.53,0.522,1.95,0.088,3.23,0.89,10.84,6.79
AMPH-1123,red,Kos,Duracina,-246,8.223,0.691,2.64,0.099,3.27,0.587,10.32,6.03
AMPH-1124,red,Thasos,Helvola,-247,8.875,0.498,0.6,0.092,3.38,0.572,11.67,5.78
AMPH-1125,white,Thasos,Duracina,-247,7.065,0.26,5.88,0.055,3.28,0.551,10.34,6.41
AMPH-1126,red,Chios,Aminean,-246,7.902,0.452,1.88,0.095,3.38,0.957,11.95,7.08
AMPH-1127,white,Kos,Apian,-247,6.524,0.219,5.31,0.058,3.14,0.313,10.68,8.12
AMPH-1128,white,Kos,Helvola,-247,7.045,0.307,4.38,0.051,3.14,0.515,11.51,5.87
AMPH-1129,white,Rhodes,Aminean,-245,6.564,0.273,10.28,0.035,3.2,0.36,12.37,8.02
AMPH-1130,white,Thasos,Duracina,-245,7.244,0.33,6.13,0.034,3.21,0.474,9.52,5.9
AMPH-1131,white,Kos,Duracina,-246,7.302,0.248,8.26,0.06,3.19,0.669,8.97,5.36
AMPH-1132,white,Thasos,Duracina,-247,7.456,0.298,5.43,0.056,3.14,0.348,9.46,5.97
AMPH-1133,white,Rhodes,Duracina,-246,7.459,0.272,6.95,0.034,3.15,0.671,9.95,5.38
AMPH-1134,white,Chios,Eugenia,-247,7.309,0.198,5.52,0.042,3.27,0.701,10.7,7.81
AMPH-1135,white,Kos,Apian,-246,6.532,0.238,7.59,0.041,3.15,0.364,10.87,7.84
AMPH-1136,white,Rhodes,Apian,-247,6.718,0.302,6.0,0.05,3.22,0.693,11.0,8.63
AMPH-1137,red,Chios,Apian,-245,7.747,0.561,3.26,0.095,3.42,0.648,11.09,7.54
AMPH-1138,red,Kos,Aminean,-245,7.701,0.525,3.98,0.088,3.22,0.611,12.48,8.68
AMPH-1139,red,Rhodes,Aminean,-245,8.927,0.505,0.6,0.102,3.19,0.602,12.01,8.03
AMPH-1140,white,Rhodes,Argitis,-247,6.885,0.248,7.96,0.052,3.26,0.341,12.96,4.14
AMPH-1141,red,Rhodes,Argitis,-246,8.728,0.471,1.8,0.095,3.27,0.588,13.92,4.57
AMPH-1142,red,Kos,Aminean,-246,7.49,0.448,3.45,0.076,3.31,0.855,12.3,8.56
AMPH-1143,white,Kos,Duracina,-246,6.847,0.297,5.69,0.025,3.18,0.21,9.66,5.78
AMPH-1144,red,Kos,Eugenia,-247,7.944,0.524,1.8,0.081,3.36,0.875,10.45,8.25
AMPH-1145,white,Chios,Apian,-247,6.646,0.283,8.17,0.059,3.35,0.453,11.7,7.32
AMPH-1146,red,Thasos,Argitis,-247,7.848,0.454,2.71,0.083,3.38,0.523,13.12,5.61
AMPH-1147,red,Chios,Apian,-247,8.426,0.594,2.59,0.081,3.33,0.585,11.99,7.49
AMPH-1148,white,Thasos,Duracina,-245,5.345,0.21,6.51,0.05,3.18,0.341,9.62,6.1
AMPH-1149,red,Kos,Duracina,-246,8.799,0.515,2.34,0.085,3.23,0.651,10.42,5.66
AMPH-1150,white,Thasos,Duracina,-246,7.078,0.264,6.14,0.062,3.1,0.713,10.02,6.13
AMPH-1151,white,Kos,Eugenia,-245,7.394,0.336,7.08,0.065,3.23,0.349,9.86,8.66
AMPH-1152,white,Kos,Argitis,-246,6.755,0.326,7.27,0.058,3.28,0.318,13.44,5.76
AMPH-1153,red,Thasos,Duracina,-246,7.316,0.533,1.71,0.081,3.3,0.559,10.3,5.99
AMPH-1154,white,Kos,Apian,-246,6.737,0.341,5.72,0.04,3.19,0.617,11.16,7.6
AMPH-1155,white,Thasos,Duracina,-246,8.431,0.265,4.5,0.053,3.25,0.379,9.16,6.56
AMPH-1156,red,Kos,Apian,-246,7.61,0.525,1.56,0.098,3.23,0.787,11.96,8.2
AMPH-1157,red,Kos,Helvola,-245,6.439,0.499,5.55,0.099,3.14,0.757,10.6,5.75
AMPH-1158,red,Chios,Eugenia,-247,8.937,0.573,2.12,0.086,3.29,0.668,9.6,7.13
AMPH-1159,red,Chios,Apian,-246,8.566,0.537,4.17,0.093,3.28,0.615,11.56,7.67
AMPH-1160,white,Rhodes,Apian,-247,7.29,0.31,6.93,0.037,3.17,0.662,11.11,8.01
AMPH-1161,red,Kos,Apian,-246,7.854,0.582,0.6,0.092,3.26,0.589,10.98,8.16
AMPH-1162,red,Thasos,Apian,-247,9.183,0.576,5.14,0.077,3.13,0.806,12.26,8.8
AMPH-1163,white,Thasos,Argitis,-247,6.832,0.201,7.05,0.03,3.22,0.592,13.65,6.51
AMPH-1164,white,Rhodes,Argitis,-245,6.31,0.257,6.5,0.025,3.22,0.555,13.24,5.52
AMPH-1165,white,Rhodes,Duracina,-245,7.83,0.187,5.72,0.049,3.26,0.308,10.51,5.34
AMPH-1166,red,Chios,Argitis,-247,7.981,0.549,4.48,0.084,3.28,0.779,13.62,4.58
AMPH-1167,red,Thasos,Duracina,-247,8.147,0.569,3.39,0.098,3.28,0.668,10.97,6.05
AMPH-1168,red,Kos,Eugenia,-246,7.403,0.477,3.37,0.092,3.27,0.702,10.49,7.46
AMPH-1169,white,Rhodes,Apian,-247,6.665,0.227,7.24,0.033,3.17,0.604,11.97,8.14
AMPH-1170,white,Rhodes,Helvola,-245,7.182,0.278,5.07,0.05,3.09,0.597,11.06,5.22
AMPH-1171,white,Rhodes,Duracina,-246,7.725,0.335,6.46,0.06,3.34,0.448,9.57,4.77
AMPH-1172,red,Thasos,Helvola,-246,8.268,0.597,0.76,0.094,3.34,0.649,11.59,6.4
AMPH-1173,white,Rhodes,Apian,-247,7.164,0.237,5.77,0.027,3.16,0.671,11.55,8.09
AMPH-1174,white,Rhodes,Eugenia,-247,6.676,0.197,6.0,0.039,3.26,0.713,10.19,7.36
AMPH-1175,red,Chios,Apian,-247,9.538,0.545,4.37,0.09,3.24,0.579,11.33,7.37
AMPH-1176,red,Thasos,Helvola,-246,9.39,0.55,2.77,0.086,3.27,0.847,9.72,5.78
AMPH-1177,white,Thasos,Argitis,-247,5.72,0.303,6.56,0.032,3.12,0.499,13.29,5.83
AMPH-1178,white,Kos,Eugenia,-246,7.417,0.29,8.81,0.045,3.17,0.591,9.67,7.92
AMPH-1179,red,Chios,Aminean,-246,9.384,0.474,5.12,0.084,3.3,0.7,12.1,7.59
AMPH-1180,white,Thasos,Argitis,-245,7.055,0.232,5.6,0.039,3.15,0.418,13.58,6.14
AMPH-1181,white,Chios,Apian,-246,6.975,0.262,6.9,0.05,3.07,0.426,11.37,7.85
AMPH-1182,red,Rhodes,Helvola,-245,9.004,0.507,2.91,0.096,3.29,0.74,11.32,4.77
AMPH-1183,red,Rhodes,Apian,-246,8.443,0.512,3.57,0.073,3.37,0.7,11.06,7.98
AMPH-1184,white,Rhodes,Eugenia,-245,7.057,0.214,5.31,0.047,3.12,0.538,10.08,7.71
AMPH-1185,red,Rhodes,Helvola,-247,8.071,0.517,1.83,0.069,3.24,0.701,10.6,5.43
AMPH-1186,red,Thasos,Helvola,-247,8.673,0.587,2.28,0.086,3.3,0.638,11.96,5.9
AMPH-1187,white,Kos,Argitis,-247,6.894,0.302,7.26,0.048,3.24,0.565,14.39,5.44
AMPH-1188,white,Kos,Duracina,-245,7.18,0.279,5.64,0.043,3.12,0.493,9.36,5.77
AMPH-1189,red,Chios,Eugenia,-245,8.703,0.423,3.38,0.102,3.27,0.682,10.14,7.47
AMPH-1190,white,Rhodes,Apian,-247,6.957,0.319,4.64,0.051,3.17,0.677,11.9,7.88
AMPH-1191,red,Kos,Aminean,-247,7.364,0.535,1.66,0.095,3.33,0.618,11.78,7.39
AMPH-1192,white,Chios,Apian,-247,7.824,0.285,6.01,0.048,3.14,0.486,11.95,7.73
AMPH-1193,white,Chios,Eugenia,-245,7.489,0.209,7.88,0.032,3.11,0.561,10.54,7.55
AMPH-1194,white,Chios,Eugenia,-247,6.468,0.35,7.38,0.06,3.12,0.355,9.88,7.85
AMPH-1195,red,Kos,Eugenia,-245,8.742,0.485,1.6,0.089,3.26,0.576,10.93,8.11
AMPH-1196,red,Kos,Duracina,-246,6.854,0.536,2.64,0.104,3.37,0.49,9.27,6.06
AMPH-1197,red,Kos,Argitis,-245,7.842,0.561,2.74,0.08,3.24,0.458,15.07,5.1
AMPH-1198,white,Kos,Apian,-245,7.374,0.251,8.69,0.028,3.21,0.379,11.87,7.74
AMPH-1199,red,Rhodes,Duracina,-247,8.698,0.589,3.71,0.095,3.38,0.621,9.05,5.14
AMPH-1200,white,Thasos,Argitis,-247,7.188,0.329,4.27,0.065,3.25,0.411,14.01,5.49
AMPH-1201,red,Chios,Argitis,-247,8.25,0.61,4.48,0.081,3.35,0.678,13.61,4.52
AMPH-1202,white,Rhodes,Duracina,-246,6.689,0.276,7.67,0.054,3.27,0.286,9.84,5.01
AMPH-1203,red,Rhodes,Helvola,-245,7.711,0.509,2.59,0.101,3.27,0.62,11.57,4.9
AMPH-1204,white,Rhodes,Helvola,-247,6.202,0.278,7.1,0.037,3.25,0.545,11.72,5.35
AMPH-1205,white,Rhodes,Aminean,-247,7.489,0.188,6.56,0.055,3.31,0.653,12.52,7.77
AMPH-1206,white,Chios,Aminean,-245,6.697,0.359,7.55,0.04,3.2,0.459,12.04,7.88
AMPH-1207,red,Rhodes,Duracina,-247,7.423,0.489,2.71,0.083,3.34,0.589,9.78,5.48
AMPH-1208,white,Chios,Aminean,-246,6.281,0.28,7.7,0.076,3.34,0.408,12.13,7.33
AMPH-1209,red,Chios,Apian,-246,9.739,0.577,3.5,0.089,3.39,0.7,11.45,7.06
AMPH-1210,red,Rhodes,Helvola,-246,7.205,0.496,5.01,0.083,3.37,0.451,11.0,4.76
AMPH-1211,red,Thasos,Duracina,-247,7.7,0.55,2.19,0.092,3.39,0.816,9.75,6.16
AMPH-1212,red,Kos,Duracina,-247,7.295,0.629,4.54,0.093,3.4,0.649,9.83,4.93
AMPH-1213,white,Kos,Duracina,-246,6.723,0.323,8.38,0.044,3.15,0.552,10.25,5.54
AMPH-1214,red,Rhodes,Eugenia,-246,8.975,0.58,3.1,0.081,3.35,0.688,9.46,7.42
AMPH-1215,white,Thasos,Argitis,-245,7.774,0.273,5.14,0.041,3.33,0.587,13.11,6.14
AMPH-1216,white,Rhodes,Eugenia,-247,7.931,0.247,7.36,0.062,3.23,0.576,9.73,7.53
AMPH-1217,white,Chios,Aminean,-245,8.086,0.281,7.35,0.052,3.32,0.435,12.64,7.89
AMPH-1218,white,Thasos,Duracina,-245,7.152,0.284,5.68,0.049,3.13,0.303,9.75,5.25
AMPH-1219,red,Rhodes,Helvola,-246,8.757,0.523,1.97,0.089,3.25,0.609,10.66,5.12
AMPH-1220,red,Thasos,Argitis,-246,9.187,0.527,3.2,0.073,3.23,0.44,12.6,6.78
AMPH-1221,white,Rhodes,Duracina,-246,6.432,0.274,5.96,0.048,3.19,0.355,9.26,6.41
AMPH-1222,white,Kos,Duracina,-246,6.788,0.303,4.3,0.042,3.34,0.677,9.51,5.64
AMPH-1223,white,Thasos,Duracina,-246,6.532,0.259,5.62,0.056,3.13,0.397,8.62,6.68
AMPH-1224,white,Thasos,Argitis,-246,7.502,0.267,9.58,0.058,3.19,0.417,14.14,6.06
AMPH-1225,white,Chios,Aminean,-247,6.868,0.272,7.43,0.04,3.34,0.438,12.16,7.75
AMPH-1226,red,Chios,Aminean,-247,8.462,0.481,3.68,0.102,3.44,0.62,11.99,8.09
AMPH-1227,red,Thasos,Helvola,-247,8.408,0.568,2.54,0.098,3.33,0.651,10.77,5.55
AMPH-1228,white,Thasos,Argitis,-247,7.094,0.153,7.36,0.046,3.31,0.621,14.36,6.84
AMPH-1229,white,Kos,Argitis,-247,7.53,0.297,7.72,0.033,3.18,0.396,13.38,5.43
AMPH-1230,white,Chios,Apian,-245,7.641,0.172,6.27,0.033,3.06,0.518,10.37,8.21
AMPH-1231,red,Thasos,Helvola,-245,8.356,0.595,2.75,0.096,3.22,0.752,10.09,6.06
AMPH-1232,white,Kos,Argitis,-246,5.754,0.315,5.52,0.052,3.18,0.494,14.08,5.45
AMPH-1233,white,Thasos,Argitis,-246,7.707,0.266,4.85,0.046,3.15,0.568,14.12,6.37
AMPH-1234,red,Thasos,Helvola,-247,9.042,0.653,3.26,0.066,3.24,0.687,11.7,6.16
AMPH-1235,red,Rhodes,Argitis,-247,9.374,0.691,4.09,0.1,3.38,0.415,13.33,4.91
AMPH-1236,red,Chios,Eugenia,-245,9.233,0.503,1.31,0.082,3.37,0.699,10.67,7.68
AMPH-1237,red,Chios,Helvola,-246,7.644,0.681,1.5,0.091,3.27,0.72,11.17,4.99
AMPH-1238,white,Rhodes,Aminean,-246,7.114,0.313,5.62,0.032,3.04,0.724,12.74,7.44
AMPH-1239,white,Rhodes,Helvola,-245,6.824,0.273,5.03,0.06,3.33,0.432,10.76,5.35
AMPH-1240,red,Thasos,Duracina,-245,8.115,0.586,2.8,0.081,3.3,0.614,9.3,5.77
AMPH-1241,white,Kos,Duracina,-245,6.42,0.292,5.74,0.044,3.13,0.556,9.95,5.14
AMPH-1242,white,Kos,Apian,-245,6.557,0.347,6.94,0.063,3.17,0.443,11.31,7.64
AMPH-1243,white,Thasos,Argitis,-247,6.207,0.22,6.66,0.043,3.33,0.708,13.39,6.01
AMPH-1244,red,Kos,Aminean,-247,7.402,0.53,2.94,0.089,3.26,0.677,11.98,8.51
AMPH-1245,red,Chios,Eugenia,-247,8.823,0.447,0.89,0.114,3.3,0.829,10.59,6.69
AMPH-1246,white,Chios,Argitis,-246,8.196,0.292,6.28,0.034,3.24,0.636,13.68,4.3
AMPH-1247,white,Thasos,Argitis,-246,7.535,0.315,7.48,0.061,3.13,0.402,14.93,6.44
AMPH-1248,white,Chios,Eugenia,-247,7.101,0.416,8.97,0.047,3.16,0.48,9.28,7.61
AMPH-1249,white,Thasos,Duracina,-246,6.725,0.241,6.66,0.043,3.15,0.553,9.46,6.06
AMPH-1250,white,Chios,Apian,-246,7.059,0.305,6.44,0.047,3.21,0.644,10.97,7.42
AMPH-1251,red,Kos,Apian,-247,7.201,0.514,1.22,0.085,3.42,0.876,11.11,7.26
AMPH-1252,red,Rhodes,Aminean,-246,8.924,0.479,3.74,0.093,3.31,0.663,11.55,7.25
AMPH-1253,white,Chios,Aminean,-246,7.09,0.338,6.16,0.055,3.33,0.655,11.95,7.95
AMPH-1254,white,Kos,Apian,-247,7.096,0.286,6.96,0.038,3.1,0.314,10.7,8.55
AMPH-1255,white,Thasos,Argitis,-247,6.713,0.258,6.0,0.052,3.18,0.599,13.79,6.43
AMPH-1256,red,Thasos,Duracina,-247,8.438,0.525,2.36,0.085,3.36,0.624,9.98,7.24
AMPH-1257,white,Rhodes,Eugenia,-246,7.01,0.245,3.86,0.047,3.21,0.68,10.06,7.37
AMPH-1258,white,Thasos,Argitis,-247,6.279,0.25,8.22,0.05,3.16,0.397,13.88,5.67
AMPH-1259,red,Thasos,Helvola,-247,7.114,0.542,1.32,0.083,3.26,0.763,10.28,5.89
AMPH-1260,white,Kos,Helvola,-246,6.444,0.347,5.9,0.037,3.19,0.5,11.07,6.15
AMPH-1261,white,Kos,Helvola,-245,7.038,0.158,7.35,0.046,3.31,0.455,11.66,6.0
AMPH-1262,red,Thasos,Duracina,-245,8.539,0.618,3.77,0.068,3.47,0.68,9.84,6.48
AMPH-1263,white,Kos,Helvola,-247,6.971,0.211,7.69,0.045,3.24,0.373,11.4,5.43
AMPH-1264,white,Chios,Apian,-245,7.174,0.318,5.49,0.051,3.17,0.78,11.45,8.14
AMPH-1265,white,Rhodes,Eugenia,-247,5.803,0.247,7.74,0.048,3.37,0.616,10.59,7.8
AMPH-1266,red,Rhodes,Eugenia,-246,8.464,0.541,1.17,0.095,3.27,0.623,9.62,7.39
AMPH-1267,white,Kos,Eugenia,-247,7.561,0.307,7.92,0.052,3.18,0.547,9.99,8.57
AMPH-1268,white,Thasos,Duracina,-245,7.005,0.268,4.22,0.041,3.25,0.391,9.95,5.87
AMPH-1269,white,Rhodes,Eugenia,-245,6.161,0.337,7.03,0.059,3.22,0.68,10.28,7.51
AMPH-1270,red,Chios,Apian,-245,8.938,0.597,2.48,0.086,3.3,0.717,11.94,7.57
AMPH-1271,white,Rhodes,Eugenia,-245,6.526,0.291,6.96,0.067,3.31,0.62,10.32,8.44
AMPH-1272,red,Chios,Apian,-246,8.386,0.484,0.6,0.099,3.22,0.747,11.34,7.66
AMPH-1273,white,Chios,Apian,-245,6.876,0.303,5.46,0.054,3.11,0.488,12.34,7.55
AMPH-1274,white,Kos,Eugenia,-245,6.655,0.278,6.26,0.057,3.18,0.628,9.51,8.29
AMPH-1275,white,Chios,Eugenia,-247,7.911,0.226,7.6,0.051,3.15,0.389,10.37,6.98
AMPH-1276,white,Thasos,Duracina,-247,6.719,0.239,7.0,0.042,3.09,0.375,9.54,6.01
AMPH-1277,white,Chios,Aminean,-247,7.075,0.273,4.36,0.042,3.17,0.298,11.63,7.86
AMPH-1278,red,Chios,Eugenia,-246,8.701,0.631,2.98,0.099,3.2,0.592,10.31,7.73
AMPH-1279,white,Rhodes,Apian,-247,7.269,0.211,6.72,0.037,3.24,0.375,11.0,7.76
AMPH-1280,red,Thasos,Argitis,-245,8.499,0.537,1.11,0.082,3.29,0.66,12.95,5.43
AMPH-1281,white,Chios,Aminean,-245,6.664,0.302,5.42,0.045,3.23,0.648,12.27,7.57
AMPH-1282,red,Thasos,Eugenia,-246,8.143,0.54,3.29,0.088,3.21,0.558,10.0,8.62
AMPH-1283,white,Kos,Helvola,-246,6.527,0.35,8.33,0.06,3.37,0.357,11.56,5.48
AMPH-1284,red,Thasos,Argitis,-246,8.225,0.58,3.23,0.101,3.36,0.619,14.18,6.26
AMPH-1285,white,Rhodes,Helvola,-245,7.035,0.283,6.02,0.042,3.17,0.384,10.97,6.24
AMPH-1286,white,Thasos,Helvola,-246,7.897,0.29,6.18,0.071,3.14,0.45,11.49,5.73
AMPH-1287,white,Rhodes,Apian,-247,7.118,0.3,5.48,0.048,3.12,0.349,12.24,6.97
AMPH-1288,red,Thasos,Duracina,-246,8.585,0.56,2.27,0.093,3.32,0.736,9.69,6.08
AMPH-1289,red,Kos,Duracina,-245,8.597,0.547,0.6,0.082,3.33,0.67,9.17,6.0
AMPH-1290,white,Chios,Aminean,-246,6.134,0.206,7.17,0.048,3.22,0.346,11.95,7.67
AMPH-1291,white,Chios,Eugenia,-247,7.526,0.271,4.99,0.043,3.1,0.607,9.9,8.05
AMPH-1292,white,Thasos,Argitis,-247,7.259,0.335,4.96,0.05,3.22,0.549,13.81,6.07
AMPH-1293,red,Chios,Aminean,-246,9.016,0.544,3.77,0.098,3.37,0.58,11.86,8.21
AMPH-1294,white,Chios,Apian,-247,6.999,0.279,4.95,0.047,3.14,0.416,10.62,7.73
AMPH-1295,white,Kos,Eugenia,-245,7.025,0.292,6.61,0.055,3.18,0.402,10.9,7.54
AMPH-1296,white,Rhodes,Apian,-245,6.206,0.282,7.19,0.048,3.23,0.521,11.56,7.39
AMPH-1297,white,Rhodes,Duracina,-245,6.928,0.231,6.13,0.051,3.14,0.563,9.79,5.87
AMPH-1298,red,Thasos,Argitis,-245,9.219,0.552,4.79,0.076,3.22,0.648,14.2,6.41
AMPH-1299,red,Rhodes,Aminean,-247,8.351,0.528,2.24,0.073,3.37,0.46,11.56,8.32
AMPH-1300,white,Thasos,Aminean,-247,7.704,0.194,7.12,0.033,3.27,0.635,12.55,8.42
AMPH-1301,white,Chios,Eugenia,-246,6.582,0.278,7.08,0.043,3.15,0.359,10.12,7.52
AMPH-1302,red,Chios,Aminean,-246,8.106,0.531,3.31,0.096,3.35,0.588,12.37,8.0
AMPH-1303,red,Rhodes,Duracina,-247,8.594,0.544,2.33,0.099,3.39,0.703,10.63,5.27
AMPH-1304,red,Thasos,Duracina,-245,8.558,0.533,2.73,0.092,3.26,0.56,9.36,6.2
AMPH-1305,white,Rhodes,Duracina,-247,6.956,0.29,7.29,0.052,3.1,0.649,8.75,5.42
AMPH-1306,red,Rhodes,Eugenia,-245,9.096,0.565,4.36,0.092,3.26,0.79,9.29,7.89
AMPH-1307,red,Rhodes,Duracina,-246,8.486,0.493,0.6,0.084,3.36,0.505,9.94,5.62
AMPH-1308,red,Kos,Duracina,-247,8.897,0.462,2.43,0.08,3.38,0.761,10.04,5.6
AMPH-1309,white,Chios,Apian,-247,6.623,0.298,5.87,0.042,3.22,0.33,11.93,7.79
AMPH-1310,red,Rhodes,Eugenia,-246,9.789,0.467,0.6,0.079,3.25,0.757,9.89,7.76
AMPH-1311,white,Kos,Helvola,-247,5.352,0.226,6.06,0.054,3.19,0.399,11.09,5.83
AMPH-1312,red,Thasos,Argitis,-246,7.576,0.558,2.78,0.087,3.38,0.657,13.52,5.76
AMPH-1313,red,Thasos,Helvola,-247,8.299,0.546,3.7,0.083,3.32,0.568,10.16,5.98
AMPH-1314,white,Thasos,Helvola,-247,6.205,0.249,6.57,0.044,3.27,0.723,10.98,6.45
AMPH-1315,red,Thasos,Duracina,-245,9.931,0.53,2.48,0.072,3.24,0.466,10.03,5.93
AMPH-1316,white,Rhodes,Duracina,-245,7.085,0.199,7.27,0.066,3.22,0.431,10.01,5.14
AMPH-1317,white,Thasos,Duracina,-247,6.428,0.283,4.57,0.04,3.16,0.272,9.73,6.19
AMPH-1318,white,Thasos,Argitis,-246,6.754,0.318,6.63,0.049,3.02,0.208,12.93,6.21
AMPH-1319,red,Rhodes,Helvola,-245,7.88,0.576,2.31,0.078,3.39,0.6,11.05,5.11
AMPH-1320,white,Thasos,Argitis,-245,7.525,0.367,6.69,0.05,3.18,0.425,14.46,6.21
AMPH-1321,red,Kos,Eugenia,-246,8.646,0.565,1.47,0.068,3.24,0.599,10.24,7.77
AMPH-1322,white,Rhodes,Eugenia,-245,6.768,0.303,5.21,0.043,3.25,0.678,9.96,7.88
AMPH-1323,red,Thasos,Duracina,-246,8.817,0.531,0.98,0.098,3.32,0.792,10.56,6.59
AMPH-1324,red,Kos,Argitis,-247,8.549,0.46,3.37,0.077,3.31,0.679,14.02,5.93
AMPH-1325,white,Kos,Eugenia,-246,6.153,0.271,4.88,0.058,3.26,0.532,10.41,8.7
AMPH-1326,white,Rhodes,Apian,-246,7.289,0.262,6.43,0.045,3.14,0.295,10.48,7.47
AMPH-1327,white,Rhodes,Eugenia,-245,6.565,0.35,6.22,0.043,3.19,0.702,10.35,7.74
AMPH-1328,white,Rhodes,Eugenia,-247,6.556,0.295,7.7,0.042,3.14,0.353,10.49,7.81
AMPH-1329,white,Kos,Argitis,-247,5.913,0.252,6.98,0.04,3.2,0.572,13.62,5.78
AMPH-1330,red,Chios,Eugenia,-246,8.932,0.502,1.76,0.097,3.36,0.624,10.2,7.62
AMPH-1331,white,Chios,Aminean,-246,7.245,0.275,7.04,0.041,3.24,0.654,11.8,7.47
AMPH-1332,red,Rhodes,Argitis,-245,7.81,0.538,3.99,0.089,3.32,0.627,13.79,4.94
AMPH-1333,white,Kos,Duracina,-247,6.743,0.405,6.15,0.066,3.14,0.506,9.34,5.82
AMPH-1334,white,Kos,Helvola,-246,6.514,0.29,6.64,0.059,3.32,0.431,10.85,5.7
AMPH-1335,white,Chios,Apian,-245,6.869,0.306,8.43,0.069,3.23,0.696,10.82,7.74
AMPH-1336,white,Thasos,Helvola,-245,6.971,0.345,6.28,0.056,3.2,0.372,10.26,6.19
AMPH-1337,red,Kos,Duracina,-245,7.421,0.522,2.69,0.09,3.3,0.602,9.77,5.42
AMPH-1338,white,Rhodes,Duracina,-247,8.193,0.252,6.59,0.042,3.25,0.453,9.77,5.23
AMPH-1339,white,Chios,Aminean,-247,7.145,0.329,5.09,0.057,3.26,0.272,12.46,7.76
AMPH-1340,white,Thasos,Argitis,-245,8.236,0.277,6.05,0.064,3.17,0.447,13.15,5.93
AMPH-1341,red,Thasos,Helvola,-247,7.71,0.572,4.19,0.083,3.11,0.627,10.61,6.13
AMPH-1342,white,Chios,Apian,-245,6.44,0.233,6.72,0.04,3.16,0.45,11.48,7.86
AMPH-1343,white,Kos,Apian,-247,6.907,0.274,6.85,0.042,3.3,0.338,12.31,8.29
AMPH-1344,red,Rhodes,Helvola,-246,9.383,0.452,1.52,0.073,3.26,0.573,11.41,4.79
AMPH-1345,red,Thasos,Helvola,-246,7.457,0.535,2.12,0.09,3.28,0.763,10.32,6.24
AMPH-1346,white,Rhodes,Eugenia,-245,7.025,0.202,5.94,0.047,3.24,0.226,9.47,7.99
AMPH-1347,white,Rhodes,Apian,-245,7.817,0.275,5.12,0.055,3.23,0.553,11.6,7.4
AMPH-1348,white,Chios,Duracina,-245,6.211,0.245,7.24,0.051,3.21,0.505,9.89,4.88
AMPH-1349,white,Kos,Argitis,-246,6.549,0.287,6.26,0.03,3.17,0.316,14.03,5.64
AMPH-1350,red,Kos,Apian,-245,9.62,0.607,4.18,0.087,3.24,0.722,11.41,8.56
AMPH-1351,white,Thasos,Argitis,-247,6.453,0.353,6.86,0.05,3.17,0.315,14.19,6.22
AMPH-1352,red,Kos,Helvola,-245,6.695,0.483,2.56,0.086,3.3,0.665,10.01,5.54
AMPH-1353,white,Kos,Apian,-246,7.236,0.304,7.58,0.041,3.27,0.394,12.12,7.62
AMPH-1354,white,Kos,Argitis,-245,7.13,0.317,6.97,0.038,3.12,0.807,13.09,5.03
AMPH-1355,white,Rhodes,Apian,-245,6.215,0.297,5.56,0.044,3.25,0.287,11.35,8.87
AMPH-1356,white,Kos,Apian,-246,7.253,0.274,5.68,0.062,3.2,0.522,11.68,8.01
AMPH-1357,white,Chios,Eugenia,-245,7.547,0.265,8.81,0.044,3.2,0.511,9.64,7.1
AMPH-1358,white,Rhodes,Helvola,-245,7.497,0.261,6.77,0.062,3.22,0.488,11.39,5.15
AMPH-1359,white,Thasos,Argitis,-246,7.016,0.306,5.72,0.046,3.08,0.332,13.43,6.61
AMPH-1360,white,Rhodes,Eugenia,-245,6.171,0.293,5.22,0.041,3.22,0.767,10.63,7.8
AMPH-1361,white,Chios,Apian,-247,7.614,0.333,7.27,0.047,2.99,0.56,12.15,7.14
AMPH-1362,white,Chios,Apian,-247,6.955,0.323,4.68,0.041,3.31,0.519,11.23,6.96
AMPH-1363,white,Chios,Apian,-246,7.632,0.279,6.87,0.056,3.2,0.52,11.38,8.33
AMPH-1364,white,Rhodes,Duracina,-245,7.613,0.31,7.16,0.053,3.26,0.534,9.93,5.48
AMPH-1365,white,Rhodes,Eugenia,-246,7.321,0.261,6.53,0.044,3.1,0.73,10.41,8.28
AMPH-1366,red,Chios,Eugenia,-247,8.114,0.55,2.17,0.096,3.31,0.574,9.42,7.38
AMPH-1367,white,Rhodes,Duracina,-247,8.008,0.183,4.15,0.046,3.2,0.752,10.05,5.16
AMPH-1368,red,Rhodes,Duracina,-245,8.433,0.552,3.87,0.08,3.15,0.817,9.8,5.46
AMPH-1369,white,Chios,Aminean,-246,7.112,0.335,7.12,0.047,3.28,0.604,12.45,7.43
AMPH-1370,red,Rhodes,Helvola,-245,7.974,0.522,2.62,0.079,3.35,0.892,11.8,5.17
