tree,leaf_colour,grove,parameter,replicate,value
tree_16,silver,Downbriar,kernel_mass_g,3,30.25
tree_16,silver,Downbriar,oil_content_pct,3,13.871
tree_16,silver,Downbriar,kernel_yield_ct,3,40.348
tree_16,silver,Downbriar,nut_quality_index,3,67.514
tree_16,silver,Downbriar,protein_pct,3,12.206
tree_16,silver,Downbriar,moisture_pct,3,6.92
tree_16,silver,Downbriar,shell_hardness,3,52.84
tree_16,silver,Downbriar,nut_diameter_mm,3,22.643
tree_16,silver,Downbriar,kernel_mass_g,4,29.405
tree_16,silver,Downbriar,oil_content_pct,4,12.943
tree_16,silver,Downbriar,kernel_yield_ct,4,36.543
tree_16,silver,Downbriar,nut_quality_index,4,64.406
tree_16,silver,Downbriar,protein_pct,4,12.318
tree_16,silver,Downbriar,moisture_pct,4,7.899
tree_16,silver,Downbriar,shell_hardness,4,48.469
tree_16,silver,Downbriar,nut_diameter_mm,4,24.134
tree_17,red,Mistmarsh,kernel_mass_g,1,30.146
tree_17,red,Mistmarsh,oil_content_pct,1,12.799
tree_17,red,Mistmarsh,kernel_yield_ct,1,37.179
tree_17,red,Mistmarsh,nut_quality_index,1,68.418
tree_17,red,Mistmarsh,protein_pct,1,12.965
tree_17,red,Mistmarsh,moisture_pct,1,8.36
tree_17,red,Mistmarsh,shell_hardness,1,55.078
tree_17,red,Mistmarsh,nut_diameter_mm,1,21.896
tree_17,red,Mistmarsh,kernel_mass_g,2,27.731
tree_17,red,Mistmarsh,oil_content_pct,2,11.264
tree_17,red,Mistmarsh,kernel_yield_ct,2,41.148
tree_17,red,Mistmarsh,nut_quality_index,2,69.492
tree_17,red,Mistmarsh,protein_pct,2,15.942
tree_17,red,Mistmarsh,moisture_pct,2,7.078
tree_17,red,Mistmarsh,shell_hardness,2,55.4
tree_17,red,Mistmarsh,nut_diameter_mm,2,24.721
tree_17,red,Mistmarsh,kernel_mass_g,3,30.066
tree_17,red,Mistmarsh,oil_content_pct,3,12.148
tree_17,red,Mistmarsh,kernel_yield_ct,3,39.206
tree_17,red,Mistmarsh,nut_quality_index,3,70.623
tree_17,red,Mistmarsh,protein_pct,3,14.163
tree_17,red,Mistmarsh,moisture_pct,3,8.392
tree_17,red,Mistmarsh,shell_hardness,3,49.54
tree_17,red,Mistmarsh,nut_diameter_mm,3,22.463
tree_17,red,Mistmarsh,kernel_mass_g,4,29.148
tree_17,red,Mistmarsh,oil_content_pct,4,11.776
tree_17,red,Mistmarsh,kernel_yield_ct,4,40.327
tree_17,red,Mistmarsh,nut_quality_index,4,72.611
tree_17,red,Mistmarsh,protein_pct,4,15.391
tree_17,red,Mistmarsh,moisture_pct,4,7.608
tree_17,red,Mistmarsh,shell_hardness,4,54.944
tree_17,red,Mistmarsh,nut_diameter_mm,4,21.003
tree_18,red,Mistmarsh,kernel_mass_g,1,27.155
tree_18,red,Mistmarsh,oil_content_pct,1,10.397
tree_18,red,Mistmarsh,kernel_yield_ct,1,43.575
tree_18,red,Mistmarsh,nut_quality_index,1,68.838
tree_18,red,Mistmarsh,protein_pct,1,13.704
tree_18,red,Mistmarsh,moisture_pct,1,7.337
tree_18,red,Mistmarsh,shell_hardness,1,58.062
tree_18,red,Mistmarsh,nut_diameter_mm,1,23.993
tree_18,red,Mistmarsh,kernel_mass_g,2,28.274
tree_18,red,Mistmarsh,oil_content_pct,2,11.468
tree_18,red,Mistmarsh,kernel_yield_ct,2,38.78
tree_18,red,Mistmarsh,nut_quality_index,2,71.234
tree_18,red,Mistmarsh,protein_pct,2,14.583
tree_18,red,Mistmarsh,moisture_pct,2,7.472
tree_18,red,Mistmarsh,shell_hardness,2,59.584
tree_18,red,Mistmarsh,nut_diameter_mm,2,22.259
tree_18,red,Mistmarsh,kernel_mass_g,3,29.439
tree_18,red,Mistmarsh,oil_content_pct,3,11.88
tree_18,red,Mistmarsh,kernel_yield_ct,3,38.606
tree_18,red,Mistmarsh,nut_quality_index,3,67.671
tree_18,red,Mistmarsh,protein_pct,3,14.615
tree_18,red,Mistmarsh,moisture_pct,3,7.324
tree_18,red,Mistmarsh,shell_hardness,3,54.287
tree_18,red,Mistmarsh,nut_diameter_mm,3,22.085
tree_18,red,Mistmarsh,kernel_mass_g,4,28.83
tree_18,red,Mistmarsh,oil_content_pct,4,11.733
tree_18,red,Mistmarsh,kernel_yield_ct,4,40.368
tree_18,red,Mistmarsh,nut_quality_index,4,65.425
tree_18,red,Mistmarsh,protein_pct,4,12.823
tree_18,red,Mistmarsh,moisture_pct,4,7.833
tree_18,red,Mistmarsh,shell_hardness,4,53.814
tree_18,red,Mistmarsh,nut_diameter_mm,4,21.867
tree_19,gold,Mistmarsh,kernel_mass_g,1,27.602
tree_19,gold,Mistmarsh,oil_content_pct,1,11.453
tree_19,gold,Mistmarsh,kernel_yield_ct,1,41.763
tree_19,gold,Mistmarsh,nut_quality_index,1,74.489
tree_19,gold,Mistmarsh,protein_pct,1,15.866
tree_19,gold,Mistmarsh,moisture_pct,1,7.794
tree_19,gold,Mistmarsh,shell_hardness,1,50.33
tree_19,gold,Mistmarsh,nut_diameter_mm,1,22.608
tree_19,gold,Mistmarsh,kernel_mass_g,2,30.497
tree_19,gold,Mistmarsh,oil_content_pct,2,12.233
tree_19,gold,Mistmarsh,kernel_yield_ct,2,40.871
tree_19,gold,Mistmarsh,nut_quality_index,2,75.787
tree_19,gold,Mistmarsh,protein_pct,2,16.732
tree_19,gold,Mistmarsh,moisture_pct,2,8.079
tree_19,gold,Mistmarsh,shell_hardness,2,58.627
tree_19,gold,Mistmarsh,nut_diameter_mm,2,21.965
tree_19,gold,Mistmarsh,kernel_mass_g,3,28.187
tree_19,gold,Mistmarsh,oil_content_pct,3,10.944
tree_19,gold,Mistmarsh,kernel_yield_ct,3,35.176
tree_19,gold,Mistmarsh,nut_quality_index,3,71.711
tree_19,gold,Mistmarsh,protein_pct,3,13.193
tree_19,gold,Mistmarsh,moisture_pct,3,9.851
tree_19,gold,Mistmarsh,shell_hardness,3,49.985
tree_19,gold,Mistmarsh,nut_diameter_mm,3,19.69
tree_19,gold,Mistmarsh,kernel_mass_g,4,28.169
tree_19,gold,Mistmarsh,oil_content_pct,4,9.983
tree_19,gold,Mistmarsh,kernel_yield_ct,4,42.115
tree_19,gold,Mistmarsh,nut_quality_index,4,74.725
tree_19,gold,Mistmarsh,protein_pct,4,14.141
tree_19,gold,Mistmarsh,moisture_pct,4,8.623
tree_19,gold,Mistmarsh,shell_hardness,4,56.356
tree_19,gold,Mistmarsh,nut_diameter_mm,4,21.421
tree_20,gold,Mistmarsh,kernel_mass_g,1,27.873
tree_20,gold,Mistmarsh,oil_content_pct,1,11.988
tree_20,gold,Mistmarsh,kernel_yield_ct,1,38.806
tree_20,gold,Mistmarsh,nut_quality_index,1,70.779
tree_20,gold,Mistmarsh,protein_pct,1,14.725
tree_20,gold,Mistmarsh,moisture_pct,1,7.336
tree_20,gold,Mistmarsh,shell_hardness,1,55.154
tree_20,gold,Mistmarsh,nut_diameter_mm,1,22.991
tree_20,gold,Mistmarsh,kernel_mass_g,2,29.598
tree_20,gold,Mistmarsh,oil_content_pct,2,11.536
tree_20,gold,Mistmarsh,kernel_yield_ct,2,42.16
tree_20,gold,Mistmarsh,nut_quality_index,2,74.035
tree_20,gold,Mistmarsh,protein_pct,2,15.138
tree_20,gold,Mistmarsh,moisture_pct,2,8.402
tree_20,gold,Mistmarsh,shell_hardness,2,54.038
tree_20,gold,Mistmarsh,nut_diameter_mm,2,21.842
tree_20,gold,Mistmarsh,kernel_mass_g,3,29.197
tree_20,gold,Mistmarsh,oil_content_pct,3,11.717
tree_20,gold,Mistmarsh,kernel_yield_ct,3,38.413
tree_20,gold,Mistmarsh,nut_quality_index,3,71.015
tree_20,gold,Mistmarsh,protein_pct,3,16.079
tree_20,gold,Mistmarsh,moisture_pct,3,7.109
tree_20,gold,Mistmarsh,shell_hardness,3,61.882
tree_20,gold,Mistmarsh,nut_diameter_mm,3,22.733
tree_20,gold,Mistmarsh,kernel_mass_g,4,27.332
tree_20,gold,Mistmarsh,oil_content_pct,4,11.018
tree_20,gold,Mistmarsh,kernel_yield_ct,4,37.364
tree_20,gold,Mistmarsh,nut_quality_index,4,80.037
tree_20,gold,Mistmarsh,protein_pct,4,14.918
tree_20,gold,Mistmarsh,moisture_pct,4,7.841
tree_20,gold,Mistmarsh,shell_hardness,4,60.827
tree_20,gold,Mistmarsh,nut_diameter_mm,4,19.719
tree_21,green,Mistmarsh,kernel_mass_g,1,27.646
tree_21,green,Mistmarsh,oil_content_pct,1,12.004
tree_21,green,Mistmarsh,kernel_yield_ct,1,44.464
tree_21,green,Mistmarsh,nut_quality_index,1,76.039
tree_21,green,Mistmarsh,protein_pct,1,14.288
tree_21,green,Mistmarsh,moisture_pct,1,7.744
tree_21,green,Mistmarsh,shell_hardness,1,50.486
tree_21,green,Mistmarsh,nut_diameter_mm,1,23.29
tree_21,green,Mistmarsh,kernel_mass_g,2,27.717
tree_21,green,Mistmarsh,oil_content_pct,2,11.898
tree_21,green,Mistmarsh,kernel_yield_ct,2,42.431
tree_21,green,Mistmarsh,nut_quality_index,2,76.922
tree_21,green,Mistmarsh,protein_pct,2,13.312
tree_21,green,Mistmarsh,moisture_pct,2,7.929
tree_21,green,Mistmarsh,shell_hardness,2,58.082
tree_21,green,Mistmarsh,nut_diameter_mm,2,22.52
tree_21,green,Mistmarsh,kernel_mass_g,3,30.455
tree_21,green,Mistmarsh,oil_content_pct,3,11.129
tree_21,green,Mistmarsh,kernel_yield_ct,3,43.925
tree_21,green,Mistmarsh,nut_quality_index,3,82.638
tree_21,green,Mistmarsh,protein_pct,3,12.299
tree_21,green,Mistmarsh,moisture_pct,3,10.028
tree_21,green,Mistmarsh,shell_hardness,3,54.549
tree_21,green,Mistmarsh,nut_diameter_mm,3,22.928
tree_21,green,Mistmarsh,kernel_mass_g,4,24.887
tree_21,green,Mistmarsh,oil_content_pct,4,11.873
tree_21,green,Mistmarsh,kernel_yield_ct,4,44.165
tree_21,green,Mistmarsh,nut_quality_index,4,74.289
tree_21,green,Mistmarsh,protein_pct,4,13.775
tree_21,green,Mistmarsh,moisture_pct,4,7.302
tree_21,green,Mistmarsh,shell_hardness,4,60.264
tree_21,green,Mistmarsh,nut_diameter_mm,4,22.804
tree_22,green,Mistmarsh,kernel_mass_g,1,29.275
tree_22,green,Mistmarsh,oil_content_pct,1,12.731
tree_22,green,Mistmarsh,kernel_yield_ct,1,43.709
tree_22,green,Mistmarsh,nut_quality_index,1,79.482
tree_22,green,Mistmarsh,protein_pct,1,14.183
tree_22,green,Mistmarsh,moisture_pct,1,6.145
tree_22,green,Mistmarsh,shell_hardness,1,54.914
tree_22,green,Mistmarsh,nut_diameter_mm,1,19.934
tree_22,green,Mistmarsh,kernel_mass_g,2,28.306
tree_22,green,Mistmarsh,oil_content_pct,2,12.903
tree_22,green,Mistmarsh,kernel_yield_ct,2,47.885
tree_22,green,Mistmarsh,nut_quality_index,2,76.608
tree_22,green,Mistmarsh,protein_pct,2,13.95
tree_22,green,Mistmarsh,moisture_pct,2,8.18
tree_22,green,Mistmarsh,shell_hardness,2,55.329
tree_22,green,Mistmarsh,nut_diameter_mm,2,22.09
tree_22,green,Mistmarsh,kernel_mass_g,3,28.135
tree_22,green,Mistmarsh,oil_content_pct,3,10.978
tree_22,green,Mistmarsh,kernel_yield_ct,3,41.002
tree_22,green,Mistmarsh,nut_quality_index,3,77.87
tree_22,green,Mistmarsh,protein_pct,3,15.161
tree_22,green,Mistmarsh,moisture_pct,3,9.011
tree_22,green,Mistmarsh,shell_hardness,3,50.248
tree_22,green,Mistmarsh,nut_diameter_mm,3,20.898
tree_22,green,Mistmarsh,kernel_mass_g,4,27.32
tree_22,green,Mistmarsh,oil_content_pct,4,10.821
tree_22,green,Mistmarsh,kernel_yield_ct,4,43.866
tree_22,green,Mistmarsh,nut_quality_index,4,71.296
tree_22,green,Mistmarsh,protein_pct,4,14.216
tree_22,green,Mistmarsh,moisture_pct,4,7.126
tree_22,green,Mistmarsh,shell_hardness,4,57.329
tree_22,green,Mistmarsh,nut_diameter_mm,4,23.642
tree_23,silver,Mistmarsh,kernel_mass_g,1,29.506
tree_23,silver,Mistmarsh,oil_content_pct,1,12.698
tree_23,silver,Mistmarsh,kernel_yield_ct,1,40.13
tree_23,silver,Mistmarsh,nut_quality_index,1,67.622
tree_23,silver,Mistmarsh,protein_pct,1,12.008
tree_23,silver,Mistmarsh,moisture_pct,1,7.245
tree_23,silver,Mistmarsh,shell_hardness,1,53.858
tree_23,silver,Mistmarsh,nut_diameter_mm,1,21.797
tree_23,silver,Mistmarsh,kernel_mass_g,2,27.411
tree_23,silver,Mistmarsh,oil_content_pct,2,10.697
tree_23,silver,Mistmarsh,kernel_yield_ct,2,38.53
tree_23,silver,Mistmarsh,nut_quality_index,2,68.435
tree_23,silver,Mistmarsh,protein_pct,2,13.8
tree_23,silver,Mistmarsh,moisture_pct,2,8.193
tree_23,silver,Mistmarsh,shell_hardness,2,59.884
tree_23,silver,Mistmarsh,nut_diameter_mm,2,20.811
tree_23,silver,Mistmarsh,kernel_mass_g,3,29.537
tree_23,silver,Mistmarsh,oil_content_pct,3,10.155
tree_23,silver,Mistmarsh,kernel_yield_ct,3,40.352
tree_23,silver,Mistmarsh,nut_quality_index,3,72.068
tree_23,silver,Mistmarsh,protein_pct,3,13.433
tree_23,silver,Mistmarsh,moisture_pct,3,8.555
tree_23,silver,Mistmarsh,shell_hardness,3,47.476
tree_23,silver,Mistmarsh,nut_diameter_mm,3,22.704
tree_23,silver,Mistmarsh,kernel_mass_g,4,31.568
tree_23,silver,Mistmarsh,oil_content_pct,4,11.485
tree_23,silver,Mistmarsh,kernel_yield_ct,4,41.045
tree_23,silver,Mistmarsh,nut_quality_index,4,70.053
tree_23,silver,Mistmarsh,protein_pct,4,13.98
tree_23,silver,Mistmarsh,moisture_pct,4,9.696
tree_23,silver,Mistmarsh,shell_hardness,4,57.126
tree_23,silver,Mistmarsh,nut_diameter_mm,4,22.031
tree_24,silver,Mistmarsh,kernel_mass_g,1,29.163
tree_24,silver,Mistmarsh,oil_content_pct,1,12.421
tree_24,silver,Mistmarsh,kernel_yield_ct,1,40.468
tree_24,silver,Mistmarsh,nut_quality_index,1,61.48
tree_24,silver,Mistmarsh,protein_pct,1,12.357
tree_24,silver,Mistmarsh,moisture_pct,1,9.05
tree_24,silver,Mistmarsh,shell_hardness,1,55.231
tree_24,silver,Mistmarsh,nut_diameter_mm,1,19.905
tree_24,silver,Mistmarsh,kernel_mass_g,2,26.173
tree_24,silver,Mistmarsh,oil_content_pct,2,12.108
tree_24,silver,Mistmarsh,kernel_yield_ct,2,38.884
tree_24,silver,Mistmarsh,nut_quality_index,2,70.063
tree_24,silver,Mistmarsh,protein_pct,2,14.047
tree_24,silver,Mistmarsh,moisture_pct,2,8.501
tree_24,silver,Mistmarsh,shell_hardness,2,57.887
tree_24,silver,Mistmarsh,nut_diameter_mm,2,21.524
tree_24,silver,Mistmarsh,kernel_mass_g,3,26.697
tree_24,silver,Mistmarsh,oil_content_pct,3,11.386
tree_24,silver,Mistmarsh,kernel_yield_ct,3,37.75
tree_24,silver,Mistmarsh,nut_quality_index,3,64.776
tree_24,silver,Mistmarsh,protein_pct,3,12.352
tree_24,silver,Mistmarsh,moisture_pct,3,7.011
tree_24,silver,Mistmarsh,shell_hardness,3,52.57
tree_24,silver,Mistmarsh,nut_diameter_mm,3,22.052
tree_24,silver,Mistmarsh,kernel_mass_g,4,29.916
tree_24,silver,Mistmarsh,oil_content_pct,4,11.253
tree_24,silver,Mistmarsh,kernel_yield_ct,4,36.958
tree_24,silver,Mistmarsh,nut_quality_index,4,62.692
tree_24,silver,Mistmarsh,protein_pct,4,13.811
tree_24,silver,Mistmarsh,moisture_pct,4,8.364
tree_24,silver,Mistmarsh,shell_hardness,4,48.066
tree_24,silver,Mistmarsh,nut_diameter_mm,4,21.885
tree_25,red,Thornevale,kernel_mass_g,1,29.98
tree_25,red,Thornevale,oil_content_pct,1,11.874
tree_25,red,Thornevale,kernel_yield_ct,1,41.293
tree_25,red,Thornevale,nut_quality_index,1,67.899
tree_25,red,Thornevale,protein_pct,1,14.266
tree_25,red,Thornevale,moisture_pct,1,7.042
tree_25,red,Thornevale,shell_hardness,1,52.621
tree_25,red,Thornevale,nut_diameter_mm,1,23.027
tree_25,red,Thornevale,kernel_mass_g,2,32.508
tree_25,red,Thornevale,oil_content_pct,2,12.8
tree_25,red,Thornevale,kernel_yield_ct,2,40.9
tree_25,red,Thornevale,nut_quality_index,2,69.071
tree_25,red,Thornevale,protein_pct,2,12.505
tree_25,red,Thornevale,moisture_pct,2,7.559
tree_25,red,Thornevale,shell_hardness,2,58.909
tree_25,red,Thornevale,nut_diameter_mm,2,21.32
tree_25,red,Thornevale,kernel_mass_g,3,32.2
tree_25,red,Thornevale,oil_content_pct,3,11.737
tree_25,red,Thornevale,kernel_yield_ct,3,36.988
tree_25,red,Thornevale,nut_quality_index,3,72.632
tree_25,red,Thornevale,protein_pct,3,13.32
tree_25,red,Thornevale,moisture_pct,3,7.75
tree_25,red,Thornevale,shell_hardness,3,53.58
tree_25,red,Thornevale,nut_diameter_mm,3,19.703
tree_25,red,Thornevale,kernel_mass_g,4,30.067
tree_25,red,Thornevale,oil_content_pct,4,13.482
tree_25,red,Thornevale,kernel_yield_ct,4,41.247
tree_25,red,Thornevale,nut_quality_index,4,71.504
tree_25,red,Thornevale,protein_pct,4,13.274
tree_25,red,Thornevale,moisture_pct,4,8.056
tree_25,red,Thornevale,shell_hardness,4,53.28
tree_25,red,Thornevale,nut_diameter_mm,4,21.034
tree_26,red,Thornevale,kernel_mass_g,1,30.045
tree_26,red,Thornevale,oil_content_pct,1,12.405
tree_26,red,Thornevale,kernel_yield_ct,1,45.946
tree_26,red,Thornevale,nut_quality_index,1,63.383
tree_26,red,Thornevale,protein_pct,1,13.143
tree_26,red,Thornevale,moisture_pct,1,7.526
tree_26,red,Thornevale,shell_hardness,1,49.727
tree_26,red,Thornevale,nut_diameter_mm,1,22.097
tree_26,red,Thornevale,kernel_mass_g,2,30.941
tree_26,red,Thornevale,oil_content_pct,2,12.142
tree_26,red,Thornevale,kernel_yield_ct,2,43.403
tree_26,red,Thornevale,nut_quality_index,2,68.627
tree_26,red,Thornevale,protein_pct,2,16.483
tree_26,red,Thornevale,moisture_pct,2,8.066
tree_26,red,Thornevale,shell_hardness,2,59.188
tree_26,red,Thornevale,nut_diameter_mm,2,25.053
tree_26,red,Thornevale,kernel_mass_g,3,32.772
tree_26,red,Thornevale,oil_content_pct,3,12.286
tree_26,red,Thornevale,kernel_yield_ct,3,40.377
tree_26,red,Thornevale,nut_quality_index,3,71.038
tree_26,red,Thornevale,protein_pct,3,14.615
tree_26,red,Thornevale,moisture_pct,3,7.586
tree_26,red,Thornevale,shell_hardness,3,57.427
tree_26,red,Thornevale,nut_diameter_mm,3,23.147
tree_26,red,Thornevale,kernel_mass_g,4,29.436
tree_26,red,Thornevale,oil_content_pct,4,12.351
tree_26,red,Thornevale,kernel_yield_ct,4,39.792
tree_26,red,Thornevale,nut_quality_index,4,66.555
tree_26,red,Thornevale,protein_pct,4,13.64
tree_26,red,Thornevale,moisture_pct,4,8.473
tree_26,red,Thornevale,shell_hardness,4,60.25
tree_26,red,Thornevale,nut_diameter_mm,4,21.699
tree_27,gold,Thornevale,kernel_mass_g,1,29.76
tree_27,gold,Thornevale,oil_content_pct,1,12.684
tree_27,gold,Thornevale,kernel_yield_ct,1,37.393
tree_27,gold,Thornevale,nut_quality_index,1,76.592
tree_27,gold,Thornevale,protein_pct,1,15.005
tree_27,gold,Thornevale,moisture_pct,1,8.338
tree_27,gold,Thornevale,shell_hardness,1,52.721
tree_27,gold,Thornevale,nut_diameter_mm,1,21.159
tree_27,gold,Thornevale,kernel_mass_g,2,28.225
tree_27,gold,Thornevale,oil_content_pct,2,10.528
tree_27,gold,Thornevale,kernel_yield_ct,2,38.249
tree_27,gold,Thornevale,nut_quality_index,2,84.994
tree_27,gold,Thornevale,protein_pct,2,14.149
tree_27,gold,Thornevale,moisture_pct,2,9.057
tree_27,gold,Thornevale,shell_hardness,2,52.818
tree_27,gold,Thornevale,nut_diameter_mm,2,22.987
tree_27,gold,Thornevale,kernel_mass_g,3,29.939
tree_27,gold,Thornevale,oil_content_pct,3,11.933
tree_27,gold,Thornevale,kernel_yield_ct,3,39.045
tree_27,gold,Thornevale,nut_quality_index,3,72.769
tree_27,gold,Thornevale,protein_pct,3,16.175
tree_27,gold,Thornevale,moisture_pct,3,9.861
tree_27,gold,Thornevale,shell_hardness,3,58.035
tree_27,gold,Thornevale,nut_diameter_mm,3,21.372
tree_27,gold,Thornevale,kernel_mass_g,4,30.257
tree_27,gold,Thornevale,oil_content_pct,4,12.029
tree_27,gold,Thornevale,kernel_yield_ct,4,38.403
tree_27,gold,Thornevale,nut_quality_index,4,78.162
tree_27,gold,Thornevale,protein_pct,4,16.673
tree_27,gold,Thornevale,moisture_pct,4,8.381
tree_27,gold,Thornevale,shell_hardness,4,54.488
tree_27,gold,Thornevale,nut_diameter_mm,4,21.94
tree_28,gold,Thornevale,kernel_mass_g,1,28.494
tree_28,gold,Thornevale,oil_content_pct,1,11.451
tree_28,gold,Thornevale,kernel_yield_ct,1,39.259
tree_28,gold,Thornevale,nut_quality_index,1,75.115
tree_28,gold,Thornevale,protein_pct,1,12.222
tree_28,gold,Thornevale,moisture_pct,1,6.547
tree_28,gold,Thornevale,shell_hardness,1,58.417
tree_28,gold,Thornevale,nut_diameter_mm,1,22.775
tree_28,gold,Thornevale,kernel_mass_g,2,31.546
tree_28,gold,Thornevale,oil_content_pct,2,10.646
tree_28,gold,Thornevale,kernel_yield_ct,2,38.932
tree_28,gold,Thornevale,nut_quality_index,2,73.569
tree_28,gold,Thornevale,protein_pct,2,14.856
tree_28,gold,Thornevale,moisture_pct,2,8.003
tree_28,gold,Thornevale,shell_hardness,2,49.292
tree_28,gold,Thornevale,nut_diameter_mm,2,24.345
tree_28,gold,Thornevale,kernel_mass_g,3,27.604
tree_28,gold,Thornevale,oil_content_pct,3,10.687
tree_28,gold,Thornevale,kernel_yield_ct,3,41.99
tree_28,gold,Thornevale,nut_quality_index,3,79.923
tree_28,gold,Thornevale,protein_pct,3,11.477
tree_28,gold,Thornevale,moisture_pct,3,6.255
tree_28,gold,Thornevale,shell_hardness,3,50.3
tree_28,gold,Thornevale,nut_diameter_mm,3,21.227
tree_28,gold,Thornevale,kernel_mass_g,4,28.231
tree_28,gold,Thornevale,oil_content_pct,4,11.832
tree_28,gold,Thornevale,kernel_yield_ct,4,39.779
tree_28,gold,Thornevale,nut_quality_index,4,74.2
tree_28,gold,Thornevale,protein_pct,4,14.165
tree_28,gold,Thornevale,moisture_pct,4,7.345
tree_28,gold,Thornevale,shell_hardness,4,58.013
tree_28,gold,Thornevale,nut_diameter_mm,4,21.502
tree_29,green,Thornevale,kernel_mass_g,1,31.012
tree_29,green,Thornevale,oil_content_pct,1,12.061
tree_29,green,Thornevale,kernel_yield_ct,1,42.119
tree_29,green,Thornevale,nut_quality_index,1,76.886
tree_29,green,Thornevale,protein_pct,1,13.172
tree_29,green,Thornevale,moisture_pct,1,8.266
tree_29,green,Thornevale,shell_hardness,1,56.569
tree_29,green,Thornevale,nut_diameter_mm,1,19.703
tree_29,green,Thornevale,kernel_mass_g,2,31.155
tree_29,green,Thornevale,oil_content_pct,2,12.067
tree_29,green,Thornevale,kernel_yield_ct,2,42.471
tree_29,green,Thornevale,nut_quality_index,2,79.196
tree_29,green,Thornevale,protein_pct,2,13.686
tree_29,green,Thornevale,moisture_pct,2,7.771
tree_29,green,Thornevale,shell_hardness,2,47.692
tree_29,green,Thornevale,nut_diameter_mm,2,21.21
tree_29,green,Thornevale,kernel_mass_g,3,28.167
tree_29,green,Thornevale,oil_content_pct,3,11.853
tree_29,green,Thornevale,kernel_yield_ct,3,44.37
tree_29,green,Thornevale,nut_quality_index,3,70.034
tree_29,green,Thornevale,protein_pct,3,14.007
tree_29,green,Thornevale,moisture_pct,3,7.976
tree_29,green,Thornevale,shell_hardness,3,58.474
tree_29,green,Thornevale,nut_diameter_mm,3,20.981
tree_29,green,Thornevale,kernel_mass_g,4,28.763
tree_29,green,Thornevale,oil_content_pct,4,12.143
tree_29,green,Thornevale,kernel_yield_ct,4,45.753
tree_29,green,Thornevale,nut_quality_index,4,74.675
tree_29,green,Thornevale,protein_pct,4,14.705
tree_29,green,Thornevale,moisture_pct,4,7.681
tree_29,green,Thornevale,shell_hardness,4,50.452
tree_29,green,Thornevale,nut_diameter_mm,4,20.995
tree_30,green,Thornevale,kernel_mass_g,1,32.667
tree_30,green,Thornevale,oil_content_pct,1,12.739
tree_30,green,Thornevale,kernel_yield_ct,1,42.837
tree_30,green,Thornevale,nut_quality_index,1,77.706
tree_30,green,Thornevale,protein_pct,1,16.03
tree_30,green,Thornevale,moisture_pct,1,8.258
tree_30,green,Thornevale,shell_hardness,1,52.65
tree_30,green,Thornevale,nut_diameter_mm,1,22.119
tree_30,green,Thornevale,kernel_mass_g,2,29.587
tree_30,green,Thornevale,oil_content_pct,2,10.658
tree_30,green,Thornevale,kernel_yield_ct,2,42.49
tree_30,green,Thornevale,nut_quality_index,2,79.451
tree_30,green,Thornevale,protein_pct,2,13.907
tree_30,green,Thornevale,moisture_pct,2,6.758
tree_30,green,Thornevale,shell_hardness,2,54.358
tree_30,green,Thornevale,nut_diameter_mm,2,20.902
tree_30,green,Thornevale,kernel_mass_g,3,29.996
tree_30,green,Thornevale,oil_content_pct,3,11.305
tree_30,green,Thornevale,kernel_yield_ct,3,42.204
tree_30,green,Thornevale,nut_quality_index,3,70.803
tree_30,green,Thornevale,protein_pct,3,15.009
tree_30,green,Thornevale,moisture_pct,3,8.219
tree_30,green,Thornevale,shell_hardness,3,55.207
tree_30,green,Thornevale,nut_diameter_mm,3,20.516
tree_30,green,Thornevale,kernel_mass_g,4,28.627
tree_30,green,Thornevale,oil_content_pct,4,12.042
tree_30,green,Thornevale,kernel_yield_ct,4,42.537
tree_30,green,Thornevale,nut_quality_index,4,80.4
tree_30,green,Thornevale,protein_pct,4,14.619
tree_30,green,Thornevale,moisture_pct,4,9.048
tree_30,green,Thornevale,shell_hardness,4,59.064
tree_30,green,Thornevale,nut_diameter_mm,4,24.51
tree_31,silver,Thornevale,kernel_mass_g,1,29.741
tree_31,silver,Thornevale,oil_content_pct,1,11.803
tree_31,silver,Thornevale,kernel_yield_ct,1,42.445
tree_31,silver,Thornevale,nut_quality_index,1,73.578
tree_31,silver,Thornevale,protein_pct,1,13.918
tree_31,silver,Thornevale,moisture_pct,1,6.817
tree_31,silver,Thornevale,shell_hardness,1,53.841
tree_31,silver,Thornevale,nut_diameter_mm,1,21.926
tree_31,silver,Thornevale,kernel_mass_g,2,30.521
tree_31,silver,Thornevale,oil_content_pct,2,12.592
tree_31,silver,Thornevale,kernel_yield_ct,2,43.743
tree_31,silver,Thornevale,nut_quality_index,2,67.813
tree_31,silver,Thornevale,protein_pct,2,15.606
tree_31,silver,Thornevale,moisture_pct,2,8.023
tree_31,silver,Thornevale,shell_hardness,2,59.177
tree_31,silver,Thornevale,nut_diameter_mm,2,24.155
tree_31,silver,Thornevale,kernel_mass_g,3,32.11
tree_31,silver,Thornevale,oil_content_pct,3,11.05
tree_31,silver,Thornevale,kernel_yield_ct,3,41.189
tree_31,silver,Thornevale,nut_quality_index,3,67.697
tree_31,silver,Thornevale,protein_pct,3,14.346
tree_31,silver,Thornevale,moisture_pct,3,7.812
tree_31,silver,Thornevale,shell_hardness,3,57.0
