bath,bath_type,pair,parameter,replicate,value
warm_birch,warm_bath,,total_dissolved_solids_ppm,9,789.507
warm_birch,warm_bath,,total_dissolved_solids_ppm,10,810.474
warm_birch,warm_bath,,total_dissolved_solids_ppm,11,821.144
warm_birch,warm_bath,,total_dissolved_solids_ppm,12,850.882
warm_birch,warm_bath,,turbidity_NTU,1,0.525
warm_birch,warm_bath,,turbidity_NTU,2,0.437
warm_birch,warm_bath,,turbidity_NTU,3,0.523
warm_birch,warm_bath,,turbidity_NTU,4,0.463
warm_birch,warm_bath,,turbidity_NTU,5,0.577
warm_birch,warm_bath,,turbidity_NTU,6,0.559
warm_birch,warm_bath,,turbidity_NTU,7,0.562
warm_birch,warm_bath,,turbidity_NTU,8,0.534
warm_birch,warm_bath,,turbidity_NTU,9,0.639
warm_birch,warm_bath,,turbidity_NTU,10,0.569
warm_birch,warm_bath,,turbidity_NTU,11,0.542
warm_birch,warm_bath,,turbidity_NTU,12,0.496
warm_cedar,warm_bath,,temperature_C,1,36.81
warm_cedar,warm_bath,,temperature_C,2,37.723
warm_cedar,warm_bath,,temperature_C,3,36.412
warm_cedar,warm_bath,,temperature_C,4,37.32
warm_cedar,warm_bath,,temperature_C,5,37.347
warm_cedar,warm_bath,,temperature_C,6,37.918
warm_cedar,warm_bath,,temperature_C,7,36.688
warm_cedar,warm_bath,,temperature_C,8,36.861
warm_cedar,warm_bath,,temperature_C,9,35.954
warm_cedar,warm_bath,,temperature_C,10,36.552
warm_cedar,warm_bath,,temperature_C,11,37.499
warm_cedar,warm_bath,,temperature_C,12,36.538
warm_cedar,warm_bath,,pH,1,7.426
warm_cedar,warm_bath,,pH,2,7.421
warm_cedar,warm_bath,,pH,3,7.399
warm_cedar,warm_bath,,pH,4,7.349
warm_cedar,warm_bath,,pH,5,7.447
warm_cedar,warm_bath,,pH,6,7.456
warm_cedar,warm_bath,,pH,7,7.464
warm_cedar,warm_bath,,pH,8,7.482
warm_cedar,warm_bath,,pH,9,7.432
warm_cedar,warm_bath,,pH,10,7.392
warm_cedar,warm_bath,,pH,11,7.414
warm_cedar,warm_bath,,pH,12,7.474
warm_cedar,warm_bath,,salinity_ppt,1,0.526
warm_cedar,warm_bath,,salinity_ppt,2,0.566
warm_cedar,warm_bath,,salinity_ppt,3,0.448
warm_cedar,warm_bath,,salinity_ppt,4,0.514
warm_cedar,warm_bath,,salinity_ppt,5,0.537
warm_cedar,warm_bath,,salinity_ppt,6,0.458
warm_cedar,warm_bath,,salinity_ppt,7,0.549
warm_cedar,warm_bath,,salinity_ppt,8,0.407
warm_cedar,warm_bath,,salinity_ppt,9,0.509
warm_cedar,warm_bath,,salinity_ppt,10,0.563
warm_cedar,warm_bath,,salinity_ppt,11,0.536
warm_cedar,warm_bath,,salinity_ppt,12,0.472
warm_cedar,warm_bath,,free_chlorine_ppm,1,2.259
warm_cedar,warm_bath,,free_chlorine_ppm,2,1.784
warm_cedar,warm_bath,,free_chlorine_ppm,3,1.875
warm_cedar,warm_bath,,free_chlorine_ppm,4,1.75
warm_cedar,warm_bath,,free_chlorine_ppm,5,1.946
warm_cedar,warm_bath,,free_chlorine_ppm,6,2.111
warm_cedar,warm_bath,,free_chlorine_ppm,7,2.071
warm_cedar,warm_bath,,free_chlorine_ppm,8,2.529
warm_cedar,warm_bath,,free_chlorine_ppm,9,1.973
warm_cedar,warm_bath,,free_chlorine_ppm,10,2.419
warm_cedar,warm_bath,,free_chlorine_ppm,11,2.163
warm_cedar,warm_bath,,free_chlorine_ppm,12,2.05
warm_cedar,warm_bath,,calcium_hardness_ppm,1,215.129
warm_cedar,warm_bath,,calcium_hardness_ppm,2,183.818
warm_cedar,warm_bath,,calcium_hardness_ppm,3,179.468
warm_cedar,warm_bath,,calcium_hardness_ppm,4,229.008
warm_cedar,warm_bath,,calcium_hardness_ppm,5,185.549
warm_cedar,warm_bath,,calcium_hardness_ppm,6,177.367
warm_cedar,warm_bath,,calcium_hardness_ppm,7,220.301
warm_cedar,warm_bath,,calcium_hardness_ppm,8,197.576
warm_cedar,warm_bath,,calcium_hardness_ppm,9,189.148
warm_cedar,warm_bath,,calcium_hardness_ppm,10,219.19
warm_cedar,warm_bath,,calcium_hardness_ppm,11,163.105
warm_cedar,warm_bath,,calcium_hardness_ppm,12,221.073
warm_cedar,warm_bath,,total_alkalinity_ppm,1,99.947
warm_cedar,warm_bath,,total_alkalinity_ppm,2,115.023
warm_cedar,warm_bath,,total_alkalinity_ppm,3,94.309
warm_cedar,warm_bath,,total_alkalinity_ppm,4,87.86
warm_cedar,warm_bath,,total_alkalinity_ppm,5,101.586
warm_cedar,warm_bath,,total_alkalinity_ppm,6,102.644
warm_cedar,warm_bath,,total_alkalinity_ppm,7,99.727
warm_cedar,warm_bath,,total_alkalinity_ppm,8,111.558
warm_cedar,warm_bath,,total_alkalinity_ppm,9,94.994
warm_cedar,warm_bath,,total_alkalinity_ppm,10,104.051
warm_cedar,warm_bath,,total_alkalinity_ppm,11,93.682
warm_cedar,warm_bath,,total_alkalinity_ppm,12,101.622
warm_cedar,warm_bath,,total_dissolved_solids_ppm,1,730.625
warm_cedar,warm_bath,,total_dissolved_solids_ppm,2,888.296
warm_cedar,warm_bath,,total_dissolved_solids_ppm,3,842.994
warm_cedar,warm_bath,,total_dissolved_solids_ppm,4,830.554
warm_cedar,warm_bath,,total_dissolved_solids_ppm,5,836.472
warm_cedar,warm_bath,,total_dissolved_solids_ppm,6,809.383
warm_cedar,warm_bath,,total_dissolved_solids_ppm,7,798.592
warm_cedar,warm_bath,,total_dissolved_solids_ppm,8,895.594
warm_cedar,warm_bath,,total_dissolved_solids_ppm,9,687.173
warm_cedar,warm_bath,,total_dissolved_solids_ppm,10,889.459
warm_cedar,warm_bath,,total_dissolved_solids_ppm,11,751.871
warm_cedar,warm_bath,,total_dissolved_solids_ppm,12,819.823
warm_cedar,warm_bath,,turbidity_NTU,1,0.543
warm_cedar,warm_bath,,turbidity_NTU,2,0.528
warm_cedar,warm_bath,,turbidity_NTU,3,0.242
warm_cedar,warm_bath,,turbidity_NTU,4,0.523
warm_cedar,warm_bath,,turbidity_NTU,5,0.58
warm_cedar,warm_bath,,turbidity_NTU,6,0.393
warm_cedar,warm_bath,,turbidity_NTU,7,0.561
warm_cedar,warm_bath,,turbidity_NTU,8,0.525
warm_cedar,warm_bath,,turbidity_NTU,9,0.5
warm_cedar,warm_bath,,turbidity_NTU,10,0.562
warm_cedar,warm_bath,,turbidity_NTU,11,0.679
warm_cedar,warm_bath,,turbidity_NTU,12,0.519
warm_pine,warm_bath,,temperature_C,1,36.798
warm_pine,warm_bath,,temperature_C,2,36.983
warm_pine,warm_bath,,temperature_C,3,37.59
warm_pine,warm_bath,,temperature_C,4,36.768
warm_pine,warm_bath,,temperature_C,5,37.384
warm_pine,warm_bath,,temperature_C,6,36.701
warm_pine,warm_bath,,temperature_C,7,36.792
warm_pine,warm_bath,,temperature_C,8,36.879
warm_pine,warm_bath,,temperature_C,9,37.233
warm_pine,warm_bath,,temperature_C,10,37.332
warm_pine,warm_bath,,temperature_C,11,37.235
warm_pine,warm_bath,,temperature_C,12,36.99
warm_pine,warm_bath,,pH,1,7.387
warm_pine,warm_bath,,pH,2,7.519
warm_pine,warm_bath,,pH,3,7.395
warm_pine,warm_bath,,pH,4,7.391
warm_pine,warm_bath,,pH,5,7.411
warm_pine,warm_bath,,pH,6,7.367
warm_pine,warm_bath,,pH,7,7.364
warm_pine,warm_bath,,pH,8,7.461
warm_pine,warm_bath,,pH,9,7.378
warm_pine,warm_bath,,pH,10,7.409
warm_pine,warm_bath,,pH,11,7.442
warm_pine,warm_bath,,pH,12,7.42
warm_pine,warm_bath,,salinity_ppt,1,0.505
warm_pine,warm_bath,,salinity_ppt,2,0.399
warm_pine,warm_bath,,salinity_ppt,3,0.609
warm_pine,warm_bath,,salinity_ppt,4,0.446
warm_pine,warm_bath,,salinity_ppt,5,0.457
warm_pine,warm_bath,,salinity_ppt,6,0.51
warm_pine,warm_bath,,salinity_ppt,7,0.48
warm_pine,warm_bath,,salinity_ppt,8,0.572
warm_pine,warm_bath,,salinity_ppt,9,0.428
warm_pine,warm_bath,,salinity_ppt,10,0.581
warm_pine,warm_bath,,salinity_ppt,11,0.562
warm_pine,warm_bath,,salinity_ppt,12,0.524
warm_pine,warm_bath,,free_chlorine_ppm,1,2.079
warm_pine,warm_bath,,free_chlorine_ppm,2,2.121
warm_pine,warm_bath,,free_chlorine_ppm,3,2.18
warm_pine,warm_bath,,free_chlorine_ppm,4,1.994
warm_pine,warm_bath,,free_chlorine_ppm,5,2.299
warm_pine,warm_bath,,free_chlorine_ppm,6,1.979
warm_pine,warm_bath,,free_chlorine_ppm,7,2.392
warm_pine,warm_bath,,free_chlorine_ppm,8,2.02
warm_pine,warm_bath,,free_chlorine_ppm,9,2.472
warm_pine,warm_bath,,free_chlorine_ppm,10,2.118
warm_pine,warm_bath,,free_chlorine_ppm,11,1.928
warm_pine,warm_bath,,free_chlorine_ppm,12,2.227
warm_pine,warm_bath,,calcium_hardness_ppm,1,172.612
warm_pine,warm_bath,,calcium_hardness_ppm,2,201.243
warm_pine,warm_bath,,calcium_hardness_ppm,3,206.991
warm_pine,warm_bath,,calcium_hardness_ppm,4,238.907
warm_pine,warm_bath,,calcium_hardness_ppm,5,201.913
warm_pine,warm_bath,,calcium_hardness_ppm,6,182.963
warm_pine,warm_bath,,calcium_hardness_ppm,7,221.018
warm_pine,warm_bath,,calcium_hardness_ppm,8,237.943
warm_pine,warm_bath,,calcium_hardness_ppm,9,234.207
warm_pine,warm_bath,,calcium_hardness_ppm,10,211.544
warm_pine,warm_bath,,calcium_hardness_ppm,11,176.339
warm_pine,warm_bath,,calcium_hardness_ppm,12,183.839
warm_pine,warm_bath,,total_alkalinity_ppm,1,96.514
warm_pine,warm_bath,,total_alkalinity_ppm,2,106.429
warm_pine,warm_bath,,total_alkalinity_ppm,3,98.453
warm_pine,warm_bath,,total_alkalinity_ppm,4,113.525
warm_pine,warm_bath,,total_alkalinity_ppm,5,123.762
warm_pine,warm_bath,,total_alkalinity_ppm,6,95.424
warm_pine,warm_bath,,total_alkalinity_ppm,7,99.589
warm_pine,warm_bath,,total_alkalinity_ppm,8,96.144
warm_pine,warm_bath,,total_alkalinity_ppm,9,109.707
warm_pine,warm_bath,,total_alkalinity_ppm,10,105.719
warm_pine,warm_bath,,total_alkalinity_ppm,11,105.097
warm_pine,warm_bath,,total_alkalinity_ppm,12,80.239
warm_pine,warm_bath,,total_dissolved_solids_ppm,1,977.851
warm_pine,warm_bath,,total_dissolved_solids_ppm,2,847.375
warm_pine,warm_bath,,total_dissolved_solids_ppm,3,871.422
warm_pine,warm_bath,,total_dissolved_solids_ppm,4,774.765
warm_pine,warm_bath,,total_dissolved_solids_ppm,5,706.686
warm_pine,warm_bath,,total_dissolved_solids_ppm,6,706.47
warm_pine,warm_bath,,total_dissolved_solids_ppm,7,637.443
warm_pine,warm_bath,,total_dissolved_solids_ppm,8,828.601
warm_pine,warm_bath,,total_dissolved_solids_ppm,9,879.47
warm_pine,warm_bath,,total_dissolved_solids_ppm,10,867.565
warm_pine,warm_bath,,total_dissolved_solids_ppm,11,724.966
warm_pine,warm_bath,,total_dissolved_solids_ppm,12,692.925
warm_pine,warm_bath,,turbidity_NTU,1,0.703
warm_pine,warm_bath,,turbidity_NTU,2,0.451
warm_pine,warm_bath,,turbidity_NTU,3,0.563
warm_pine,warm_bath,,turbidity_NTU,4,0.51
warm_pine,warm_bath,,turbidity_NTU,5,0.589
warm_pine,warm_bath,,turbidity_NTU,6,0.346
warm_pine,warm_bath,,turbidity_NTU,7,0.58
warm_pine,warm_bath,,turbidity_NTU,8,0.594
warm_pine,warm_bath,,turbidity_NTU,9,0.597
warm_pine,warm_bath,,turbidity_NTU,10,0.416
warm_pine,warm_bath,,turbidity_NTU,11,0.505
warm_pine,warm_bath,,turbidity_NTU,12,0.415
warm_spruce,warm_bath,,temperature_C,1,36.779
warm_spruce,warm_bath,,temperature_C,2,37.715
warm_spruce,warm_bath,,temperature_C,3,37.587
warm_spruce,warm_bath,,temperature_C,4,37.06
warm_spruce,warm_bath,,temperature_C,5,36.904
warm_spruce,warm_bath,,temperature_C,6,37.411
warm_spruce,warm_bath,,temperature_C,7,37.019
warm_spruce,warm_bath,,temperature_C,8,36.717
warm_spruce,warm_bath,,temperature_C,9,36.945
warm_spruce,warm_bath,,temperature_C,10,37.153
warm_spruce,warm_bath,,temperature_C,11,37.378
warm_spruce,warm_bath,,temperature_C,12,36.367
warm_spruce,warm_bath,,pH,1,7.866
warm_spruce,warm_bath,,pH,2,7.816
warm_spruce,warm_bath,,pH,3,7.881
warm_spruce,warm_bath,,pH,4,7.875
warm_spruce,warm_bath,,pH,5,7.856
warm_spruce,warm_bath,,pH,6,7.785
warm_spruce,warm_bath,,pH,7,7.89
warm_spruce,warm_bath,,pH,8,7.799
warm_spruce,warm_bath,,pH,9,7.848
warm_spruce,warm_bath,,pH,10,7.784
warm_spruce,warm_bath,,pH,11,7.882
warm_spruce,warm_bath,,pH,12,7.853
warm_spruce,warm_bath,,salinity_ppt,1,0.458
warm_spruce,warm_bath,,salinity_ppt,2,0.53
warm_spruce,warm_bath,,salinity_ppt,3,0.571
warm_spruce,warm_bath,,salinity_ppt,4,0.545
warm_spruce,warm_bath,,salinity_ppt,5,0.45
warm_spruce,warm_bath,,salinity_ppt,6,0.443
warm_spruce,warm_bath,,salinity_ppt,7,0.539
warm_spruce,warm_bath,,salinity_ppt,8,0.495
warm_spruce,warm_bath,,salinity_ppt,9,0.498
warm_spruce,warm_bath,,salinity_ppt,10,0.583
warm_spruce,warm_bath,,salinity_ppt,11,0.489
warm_spruce,warm_bath,,salinity_ppt,12,0.5
warm_spruce,warm_bath,,free_chlorine_ppm,1,2.409
warm_spruce,warm_bath,,free_chlorine_ppm,2,1.76
warm_spruce,warm_bath,,free_chlorine_ppm,3,1.993
warm_spruce,warm_bath,,free_chlorine_ppm,4,2.505
warm_spruce,warm_bath,,free_chlorine_ppm,5,2.301
warm_spruce,warm_bath,,free_chlorine_ppm,6,1.923
warm_spruce,warm_bath,,free_chlorine_ppm,7,2.131
warm_spruce,warm_bath,,free_chlorine_ppm,8,1.996
warm_spruce,warm_bath,,free_chlorine_ppm,9,1.593
warm_spruce,warm_bath,,free_chlorine_ppm,10,1.973
warm_spruce,warm_bath,,free_chlorine_ppm,11,2.205
warm_spruce,warm_bath,,free_chlorine_ppm,12,2.133
warm_spruce,warm_bath,,calcium_hardness_ppm,1,194.297
warm_spruce,warm_bath,,calcium_hardness_ppm,2,225.389
warm_spruce,warm_bath,,calcium_hardness_ppm,3,181.167
warm_spruce,warm_bath,,calcium_hardness_ppm,4,193.873
warm_spruce,warm_bath,,calcium_hardness_ppm,5,169.553
warm_spruce,warm_bath,,calcium_hardness_ppm,6,253.292
warm_spruce,warm_bath,,calcium_hardness_ppm,7,184.839
warm_spruce,warm_bath,,calcium_hardness_ppm,8,148.361
warm_spruce,warm_bath,,calcium_hardness_ppm,9,193.013
warm_spruce,warm_bath,,calcium_hardness_ppm,10,259.397
warm_spruce,warm_bath,,calcium_hardness_ppm,11,207.21
warm_spruce,warm_bath,,calcium_hardness_ppm,12,223.728
warm_spruce,warm_bath,,total_alkalinity_ppm,1,97.847
warm_spruce,warm_bath,,total_alkalinity_ppm,2,92.182
warm_spruce,warm_bath,,total_alkalinity_ppm,3,86.05
warm_spruce,warm_bath,,total_alkalinity_ppm,4,121.678
warm_spruce,warm_bath,,total_alkalinity_ppm,5,96.853
warm_spruce,warm_bath,,total_alkalinity_ppm,6,100.46
warm_spruce,warm_bath,,total_alkalinity_ppm,7,107.013
warm_spruce,warm_bath,,total_alkalinity_ppm,8,104.042
warm_spruce,warm_bath,,total_alkalinity_ppm,9,87.775
warm_spruce,warm_bath,,total_alkalinity_ppm,10,91.693
warm_spruce,warm_bath,,total_alkalinity_ppm,11,87.279
warm_spruce,warm_bath,,total_alkalinity_ppm,12,101.314
warm_spruce,warm_bath,,total_dissolved_solids_ppm,1,674.856
warm_spruce,warm_bath,,total_dissolved_solids_ppm,2,888.832
warm_spruce,warm_bath,,total_dissolved_solids_ppm,3,802.819
warm_spruce,warm_bath,,total_dissolved_solids_ppm,4,718.964
warm_spruce,warm_bath,,total_dissolved_solids_ppm,5,908.453
warm_spruce,warm_bath,,total_dissolved_solids_ppm,6,854.897
warm_spruce,warm_bath,,total_dissolved_solids_ppm,7,904.248
warm_spruce,warm_bath,,total_dissolved_solids_ppm,8,763.447
warm_spruce,warm_bath,,total_dissolved_solids_ppm,9,670.581
warm_spruce,warm_bath,,total_dissolved_solids_ppm,10,742.717
warm_spruce,warm_bath,,total_dissolved_solids_ppm,11,774.881
warm_spruce,warm_bath,,total_dissolved_solids_ppm,12,869.033
warm_spruce,warm_bath,,turbidity_NTU,1,0.508
warm_spruce,warm_bath,,turbidity_NTU,2,0.45
warm_spruce,warm_bath,,turbidity_NTU,3,0.645
warm_spruce,warm_bath,,turbidity_NTU,4,0.328
warm_spruce,warm_bath,,turbidity_NTU,5,0.358
warm_spruce,warm_bath,,turbidity_NTU,6,0.595
warm_spruce,warm_bath,,turbidity_NTU,7,0.5
warm_spruce,warm_bath,,turbidity_NTU,8,0.5
warm_spruce,warm_bath,,turbidity_NTU,9,0.419
warm_spruce,warm_bath,,turbidity_NTU,10,0.523
warm_spruce,warm_bath,,turbidity_NTU,11,0.428
warm_spruce,warm_bath,,turbidity_NTU,12,0.443
ember_pool,hot_spring,ember,temperature_C,1,39.127
ember_pool,hot_spring,ember,temperature_C,2,39.015
ember_pool,hot_spring,ember,temperature_C,3,39.156
ember_pool,hot_spring,ember,temperature_C,4,39.301
ember_pool,hot_spring,ember,temperature_C,5,39.425
ember_pool,hot_spring,ember,temperature_C,6,39.622
ember_pool,hot_spring,ember,temperature_C,7,39.891
ember_pool,hot_spring,ember,temperature_C,8,39.821
ember_pool,hot_spring,ember,temperature_C,9,40.06
ember_pool,hot_spring,ember,temperature_C,10,39.417
ember_pool,hot_spring,ember,temperature_C,11,39.288
ember_pool,hot_spring,ember,temperature_C,12,39.517
ember_pool,hot_spring,ember,pH,1,7.525
ember_pool,hot_spring,ember,pH,2,7.526
ember_pool,hot_spring,ember,pH,3,7.517
ember_pool,hot_spring,ember,pH,4,7.403
ember_pool,hot_spring,ember,pH,5,7.465
ember_pool,hot_spring,ember,pH,6,7.565
ember_pool,hot_spring,ember,pH,7,7.581
ember_pool,hot_spring,ember,pH,8,7.624
ember_pool,hot_spring,ember,pH,9,7.581
ember_pool,hot_spring,ember,pH,10,7.577
ember_pool,hot_spring,ember,pH,11,7.544
ember_pool,hot_spring,ember,pH,12,7.517
ember_pool,hot_spring,ember,salinity_ppt,1,0.646
ember_pool,hot_spring,ember,salinity_ppt,2,0.579
ember_pool,hot_spring,ember,salinity_ppt,3,0.595
ember_pool,hot_spring,ember,salinity_ppt,4,0.531
ember_pool,hot_spring,ember,salinity_ppt,5,0.482
ember_pool,hot_spring,ember,salinity_ppt,6,0.65
ember_pool,hot_spring,ember,salinity_ppt,7,0.634
ember_pool,hot_spring,ember,salinity_ppt,8,0.639
ember_pool,hot_spring,ember,salinity_ppt,9,0.6
ember_pool,hot_spring,ember,salinity_ppt,10,0.584
ember_pool,hot_spring,ember,salinity_ppt,11,0.656
ember_pool,hot_spring,ember,salinity_ppt,12,0.621
ember_pool,hot_spring,ember,free_chlorine_ppm,1,0.989
ember_pool,hot_spring,ember,free_chlorine_ppm,2,1.324
ember_pool,hot_spring,ember,free_chlorine_ppm,3,0.832
ember_pool,hot_spring,ember,free_chlorine_ppm,4,0.813
ember_pool,hot_spring,ember,free_chlorine_ppm,5,0.987
ember_pool,hot_spring,ember,free_chlorine_ppm,6,1.042
ember_pool,hot_spring,ember,free_chlorine_ppm,7,1.18
ember_pool,hot_spring,ember,free_chlorine_ppm,8,0.732
ember_pool,hot_spring,ember,free_chlorine_ppm,9,1.473
ember_pool,hot_spring,ember,free_chlorine_ppm,10,1.123
ember_pool,hot_spring,ember,free_chlorine_ppm,11,1.093
ember_pool,hot_spring,ember,free_chlorine_ppm,12,1.017
ember_pool,hot_spring,ember,calcium_hardness_ppm,1,250.436
ember_pool,hot_spring,ember,calcium_hardness_ppm,2,257.745
ember_pool,hot_spring,ember,calcium_hardness_ppm,3,203.474
ember_pool,hot_spring,ember,calcium_hardness_ppm,4,278.822
ember_pool,hot_spring,ember,calcium_hardness_ppm,5,295.063
ember_pool,hot_spring,ember,calcium_hardness_ppm,6,255.003
ember_pool,hot_spring,ember,calcium_hardness_ppm,7,220.689
ember_pool,hot_spring,ember,calcium_hardness_ppm,8,274.004
ember_pool,hot_spring,ember,calcium_hardness_ppm,9,247.927
ember_pool,hot_spring,ember,calcium_hardness_ppm,10,266.376
ember_pool,hot_spring,ember,calcium_hardness_ppm,11,247.069
ember_pool,hot_spring,ember,calcium_hardness_ppm,12,271.19
ember_pool,hot_spring,ember,total_alkalinity_ppm,1,104.829
ember_pool,hot_spring,ember,total_alkalinity_ppm,2,114.394
ember_pool,hot_spring,ember,total_alkalinity_ppm,3,97.517
ember_pool,hot_spring,ember,total_alkalinity_ppm,4,92.204
ember_pool,hot_spring,ember,total_alkalinity_ppm,5,99.124
ember_pool,hot_spring,ember,total_alkalinity_ppm,6,117.562
ember_pool,hot_spring,ember,total_alkalinity_ppm,7,99.364
ember_pool,hot_spring,ember,total_alkalinity_ppm,8,94.086
ember_pool,hot_spring,ember,total_alkalinity_ppm,9,106.265
ember_pool,hot_spring,ember,total_alkalinity_ppm,10,94.965
ember_pool,hot_spring,ember,total_alkalinity_ppm,11,118.656
ember_pool,hot_spring,ember,total_alkalinity_ppm,12,95.017
ember_pool,hot_spring,ember,total_dissolved_solids_ppm,1,720.329
ember_pool,hot_spring,ember,total_dissolved_solids_ppm,2,1009.146
ember_pool,hot_spring,ember,total_dissolved_solids_ppm,3,740.61
ember_pool,hot_spring,ember,total_dissolved_solids_ppm,4,859.73
ember_pool,hot_spring,ember,total_dissolved_solids_ppm,5,846.622
ember_pool,hot_spring,ember,total_dissolved_solids_ppm,6,823.88
ember_pool,hot_spring,ember,total_dissolved_solids_ppm,7,828.151
ember_pool,hot_spring,ember,total_dissolved_solids_ppm,8,875.151
ember_pool,hot_spring,ember,total_dissolved_solids_ppm,9,949.622
ember_pool,hot_spring,ember,total_dissolved_solids_ppm,10,1067.628
ember_pool,hot_spring,ember,total_dissolved_solids_ppm,11,857.271
ember_pool,hot_spring,ember,total_dissolved_solids_ppm,12,970.626
ember_pool,hot_spring,ember,turbidity_NTU,1,0.567
ember_pool,hot_spring,ember,turbidity_NTU,2,0.663
ember_pool,hot_spring,ember,turbidity_NTU,3,0.473
ember_pool,hot_spring,ember,turbidity_NTU,4,0.838
ember_pool,hot_spring,ember,turbidity_NTU,5,0.48
ember_pool,hot_spring,ember,turbidity_NTU,6,0.54
ember_pool,hot_spring,ember,turbidity_NTU,7,0.728
ember_pool,hot_spring,ember,turbidity_NTU,8,0.644
ember_pool,hot_spring,ember,turbidity_NTU,9,0.699
ember_pool,hot_spring,ember,turbidity_NTU,10,0.754
ember_pool,hot_spring,ember,turbidity_NTU,11,0.528
ember_pool,hot_spring,ember,turbidity_NTU,12,0.76
ember_grotto,hot_spring,ember,temperature_C,1,41.326
ember_grotto,hot_spring,ember,temperature_C,2,41.88
ember_grotto,hot_spring,ember,temperature_C,3,41.61
ember_grotto,hot_spring,ember,temperature_C,4,41.978
ember_grotto,hot_spring,ember,temperature_C,5,42.175
ember_grotto,hot_spring,ember,temperature_C,6,41.616
ember_grotto,hot_spring,ember,temperature_C,7,41.53
ember_grotto,hot_spring,ember,temperature_C,8,41.537
ember_grotto,hot_spring,ember,temperature_C,9,41.435
ember_grotto,hot_spring,ember,temperature_C,10,41.616
ember_grotto,hot_spring,ember,temperature_C,11,41.158
ember_grotto,hot_spring,ember,temperature_C,12,41.899
ember_grotto,hot_spring,ember,pH,1,7.528
ember_grotto,hot_spring,ember,pH,2,7.47
ember_grotto,hot_spring,ember,pH,3,7.61
ember_grotto,hot_spring,ember,pH,4,7.512
ember_grotto,hot_spring,ember,pH,5,7.479
ember_grotto,hot_spring,ember,pH,6,7.565
ember_grotto,hot_spring,ember,pH,7,7.479
ember_grotto,hot_spring,ember,pH,8,7.647
ember_grotto,hot_spring,ember,pH,9,7.604
ember_grotto,hot_spring,ember,pH,10,7.514
ember_grotto,hot_spring,ember,pH,11,7.614
ember_grotto,hot_spring,ember,pH,12,7.618
ember_grotto,hot_spring,ember,salinity_ppt,1,0.56
ember_grotto,hot_spring,ember,salinity_ppt,2,0.697
ember_grotto,hot_spring,ember,salinity_ppt,3,0.616
ember_grotto,hot_spring,ember,salinity_ppt,4,0.637
ember_grotto,hot_spring,ember,salinity_ppt,5,0.619
ember_grotto,hot_spring,ember,salinity_ppt,6,0.57
ember_grotto,hot_spring,ember,salinity_ppt,7,0.524
ember_grotto,hot_spring,ember,salinity_ppt,8,0.569
ember_grotto,hot_spring,ember,salinity_ppt,9,0.547
ember_grotto,hot_spring,ember,salinity_ppt,10,0.613
ember_grotto,hot_spring,ember,salinity_ppt,11,0.554
ember_grotto,hot_spring,ember,salinity_ppt,12,0.568
ember_grotto,hot_spring,ember,free_chlorine_ppm,1,0.96
ember_grotto,hot_spring,ember,free_chlorine_ppm,2,1.121
ember_grotto,hot_spring,ember,free_chlorine_ppm,3,0.469
ember_grotto,hot_spring,ember,free_chlorine_ppm,4,1.158
ember_grotto,hot_spring,ember,free_chlorine_ppm,5,1.185
ember_grotto,hot_spring,ember,free_chlorine_ppm,6,1.431
ember_grotto,hot_spring,ember,free_chlorine_ppm,7,0.809
ember_grotto,hot_spring,ember,free_chlorine_ppm,8,0.743
ember_grotto,hot_spring,ember,free_chlorine_ppm,9,0.701
ember_grotto,hot_spring,ember,free_chlorine_ppm,10,1.081
ember_grotto,hot_spring,ember,free_chlorine_ppm,11,1.322
ember_grotto,hot_spring,ember,free_chlorine_ppm,12,0.919
ember_grotto,hot_spring,ember,calcium_hardness_ppm,1,254.492
ember_grotto,hot_spring,ember,calcium_hardness_ppm,2,215.634
ember_grotto,hot_spring,ember,calcium_hardness_ppm,3,266.411
ember_grotto,hot_spring,ember,calcium_hardness_ppm,4,286.23
ember_grotto,hot_spring,ember,calcium_hardness_ppm,5,219.825
ember_grotto,hot_spring,ember,calcium_hardness_ppm,6,208.771
ember_grotto,hot_spring,ember,calcium_hardness_ppm,7,237.449
ember_grotto,hot_spring,ember,calcium_hardness_ppm,8,235.89
ember_grotto,hot_spring,ember,calcium_hardness_ppm,9,283.82
ember_grotto,hot_spring,ember,calcium_hardness_ppm,10,242.753
ember_grotto,hot_spring,ember,calcium_hardness_ppm,11,257.899
ember_grotto,hot_spring,ember,calcium_hardness_ppm,12,225.74
ember_grotto,hot_spring,ember,total_alkalinity_ppm,1,126.912
ember_grotto,hot_spring,ember,total_alkalinity_ppm,2,103.719
ember_grotto,hot_spring,ember,total_alkalinity_ppm,3,106.713
ember_grotto,hot_spring,ember,total_alkalinity_ppm,4,115.743
ember_grotto,hot_spring,ember,total_alkalinity_ppm,5,106.01
ember_grotto,hot_spring,ember,total_alkalinity_ppm,6,107.598
ember_grotto,hot_spring,ember,total_alkalinity_ppm,7,101.262
ember_grotto,hot_spring,ember,total_alkalinity_ppm,8,115.956
ember_grotto,hot_spring,ember,total_alkalinity_ppm,9,107.566
ember_grotto,hot_spring,ember,total_alkalinity_ppm,10,108.294
ember_grotto,hot_spring,ember,total_alkalinity_ppm,11,96.88
ember_grotto,hot_spring,ember,total_alkalinity_ppm,12,112.212
